ping,t_s,track_id,confirmed,hits,misses,x_m,y_m,vx_mps,vy_mps
0,0.0,1,False,1,0,51.996165243217696,30.019999999999996,0.0,0.0
0,0.0,2,False,1,0,-30.0091809504487,-51.992528939438316,0.0,0.0
0,0.0,3,False,1,0,17.72050019595837,28.358728335470886,0.0,0.0
0,0.0,4,False,1,0,-33.37569366629205,91.69896470677207,0.0,0.0
0,0.0,5,False,1,0,47.5866984717523,8.390818863408205,0.0,0.0
1,1.0,1,False,2,0,52.11842651647342,30.090587579025655,0.047142184642748615,0.02721755299367728
1,1.0,2,False,2,0,-30.08379712214518,-52.118152870471675,-0.028770920257741334,-0.048438777011060315
1,1.0,3,False,1,1,17.72050019595837,28.358728335470886,0.0,0.0
1,1.0,4,False,1,1,-33.37569366629205,91.69896470677207,0.0,0.0
1,1.0,5,False,1,1,47.5866984717523,8.390818863408205,0.0,0.0
1,1.0,6,False,1,0,1.3192847341466267,-37.779371799306666,0.0,0.0
1,1.0,7,False,1,0,-2.670417756863301,-12.563327783824999,0.0,0.0
2,2.0,1,False,3,0,52.31161782011209,30.202126630186534,0.11382057822161654,0.06571434147556887
2,2.0,2,False,3,0,-30.19045810577721,-52.31106308491393,-0.06433145179164836,-0.11439688365469824
2,2.0,3,False,2,0,2.9992221720434014,32.92400346583848,-5.275739035838196,1.6360807924077536
2,2.0,4,False,1,2,-33.37569366629205,91.69896470677207,0.0,0.0
2,2.0,5,False,1,2,47.5866984717523,8.390818863408205,0.0,0.0
2,2.0,6,False,1,1,1.3192847341466267,-37.779371799306666,0.0,0.0
2,2.0,7,False,2,0,-3.3917207765784223,-14.30904068187996,-0.27812404724150624,-0.6731217300608321
2,2.0,8,False,1,0,-47.240388263719645,19.086355777178095,0.0,0.0
3,3.0,1,False,4,0,53.13879799142103,29.22957104365362,0.3902634493687961,-0.33663858502289956
3,3.0,2,False,4,0,-30.32358859203256,-52.52954137300071,-0.0909926235255105,-0.15473076652814705
3,3.0,3,False,2,1,-2.276516863794795,34.560084258246235,-5.275739035838196,1.6360807924077536
3,3.0,4,False,1,3,-33.37569366629205,91.69896470677207,0.0,0.0
3,3.0,5,False,2,0,20.07199310999046,3.043274995846007,-7.81984147105066,-1.5198034924967796
3,3.0,6,False,1,2,1.3192847341466267,-37.779371799306666,0.0,0.0
3,3.0,7,False,2,1,-3.6698448238199286,-14.982162411940791,-0.27812404724150624,-0.6731217300608321
3,3.0,8,False,1,1,-47.240388263719645,19.086355777178095,0.0,0.0
3,3.0,9,False,1,0,61.70089646212948,-51.773199464680374,0.0,0.0
3,3.0,10,False,1,0,62.347650393192225,-27.758962416637214,0.0,0.0
4,4.0,1,True,5,0,53.70158414371445,28.748746672372093,0.44563863272495624,-0.3829183743843731
4,4.0,2,True,5,0,-30.450477189444992,-52.75241969602411,-0.10251427315213707,-0.1766043134424215
4,4.0,3,False,2,2,-7.552255899632991,36.19616505065399,-5.275739035838196,1.6360807924077536
4,4.0,4,False,1,4,-33.37569366629205,91.69896470677207,0.0,0.0
4,4.0,5,False,2,1,12.252151638939798,1.5234715033492272,-7.81984147105066,-1.5198034924967796
4,4.0,6,False,1,3,1.3192847341466267,-37.779371799306666,0.0,0.0
4,4.0,7,False,3,0,-3.050972775066429,-10.168602230029414,0.030625982522701156,1.2154184890011572
4,4.0,8,False,1,2,-47.240388263719645,19.086355777178095,0.0,0.0
4,4.0,9,False,1,1,61.70089646212948,-51.773199464680374,0.0,0.0
4,4.0,10,False,1,1,62.347650393192225,-27.758962416637214,0.0,0.0
4,4.0,11,False,1,0,-3.2114796061615,-91.9647434149588,0.0,0.0
4,4.0,12,False,1,0,-61.74911649610764,-32.83258763774383,0.0,0.0
5,5.0,1,True,6,0,54.096603851968325,28.550438324432207,0.43186461678127847,-0.3326837739028476
5,5.0,2,True,6,0,-30.581731186255237,-52.97214918542392,-0.11033469636381149,-0.18833919061371307
5,5.0,3,False,2,3,-12.827994935471187,37.83224584306174,-5.275739035838196,1.6360807924077536
5,5.0,4,False,1,5,-33.37569366629205,91.69896470677207,0.0,0.0
5,5.0,5,False,3,0,2.5945767732027845,9.563197466252623,-8.248265393592185,0.7087739054955835
5,5.0,6,False,1,4,1.3192847341466267,-37.779371799306666,0.0,0.0
5,5.0,7,False,3,1,-3.020346792543728,-8.953183741028257,0.030625982522701156,1.2154184890011572
5,5.0,8,False,2,0,-63.90649849698195,41.437193319355345,-4.736606779888892,6.3522397942131565
5,5.0,9,False,1,2,61.70089646212948,-51.773199464680374,0.0,0.0
5,5.0,10,False,1,2,62.347650393192225,-27.758962416637214,0.0,0.0
5,5.0,11,False,1,1,-3.2114796061615,-91.9647434149588,0.0,0.0
5,5.0,12,False,2,0,-55.9112613743444,-34.35474077848942,2.250992785688889,-0.5869203101253272
6,6.0,1,True,7,0,54.406875955995716,28.504760413193484,0.40297862313515503,-0.26450153687566474
6,6.0,2,True,7,0,-30.710419965092118,-53.18655311732146,-0.11469496409485741,-0.19453123265693018
6,6.0,3,False,2,4,-18.10373397130938,39.468326635469495,-5.275739035838196,1.6360807924077536
6,6.0,4,False,2,0,3.487265379802686,72.83267865162394,5.9222955149208465,-3.0310025070940245
6,6.0,5,False,4,0,-3.726619320050159,6.411813756594032,-7.827572264149069,-0.13392634766967815
6,6.0,6,False,1,5,1.3192847341466267,-37.779371799306666,0.0,0.0
6,6.0,7,False,3,2,-2.989720810021027,-7.737765252027099,0.030625982522701156,1.2154184890011572
6,6.0,8,False,2,1,-68.64310527687084,47.7894331135685,-4.736606779888892,6.3522397942131565
6,6.0,9,False,2,0,48.97683609967801,-63.08258768047479,-3.616252967067158,-3.214194803081034
6,6.0,10,False,1,3,62.347650393192225,-27.758962416637214,0.0,0.0
6,6.0,11,False,1,2,-3.2114796061615,-91.9647434149588,0.0,0.0
6,6.0,12,False,2,1,-53.66026858865551,-34.94166108861475,2.250992785688889,-0.5869203101253272
7,7.0,1,True,8,0,54.670593055988746,28.541661472478662,0.3732604089377299,-0.20018264454797785
7,7.0,2,True,8,0,-30.83206403303922,-53.39959642289902,-0.11617789313441984,-0.19848168311791198
7,7.0,3,False,3,0,-31.897656906391795,23.66618763024133,-6.649063044976085,-1.175354861950672
7,7.0,4,False,2,1,9.409560894723533,69.8016761445299,5.9222955149208465,-3.0310025070940245
7,7.0,5,False,4,1,-11.554191584199227,6.277887408924354,-7.827572264149069,-0.13392634766967815
7,7.0,6,False,2,0,16.666978177492766,-22.78924788971356,2.465715677633269,2.4082695989457177
7,7.0,7,False,3,3,-2.9590948274983258,-6.522346763025942,0.030625982522701156,1.2154184890011572
7,7.0,8,False,3,0,-60.80869959253431,63.0699424640009,-1.8059735956554244,8.433653929605931
7,7.0,9,False,2,1,45.360583132610856,-66.29678248355582,-3.616252967067158,-3.214194803081034
7,7.0,10,False,1,4,62.347650393192225,-27.758962416637214,0.0,0.0
7,7.0,11,False,1,3,-3.2114796061615,-91.9647434149588,0.0,0.0
7,7.0,12,False,2,2,-51.409275802966626,-35.52858139874008,2.250992785688889,-0.5869203101253272
8,8.0,1,True,9,0,54.90220821013341,28.623016819363556,0.3453832274627374,-0.14477319443441686
8,8.0,2,True,9,0,-30.595621304094777,-53.81608871576968,-0.04677868108260627,-0.24138831871562277
8,8.0,3,False,3,1,-38.546719951367876,22.490832768290655,-6.649063044976085,-1.175354861950672
8,8.0,4,False,2,2,15.33185640964438,66.77067363743588,5.9222955149208465,-3.0310025070940245
8,8.0,5,False,4,2,-19.381763848348296,6.143961061254675,-7.827572264149069,-0.13392634766967815
8,8.0,6,False,2,1,19.132693855126035,-20.380978290767843,2.465715677633269,2.4082695989457177
8,8.0,7,False,4,0,-13.927982161419628,-9.227417821439413,-1.8376297269938373,0.5495274836139119
8,8.0,8,False,3,1,-62.614673188189734,71.50359639360684,-1.8059735956554244,8.433653929605931
8,8.0,9,False,2,2,41.7443301655437,-69.51097728663684,-3.616252967067158,-3.214194803081034
8,8.0,10,False,2,0,77.57991458920276,14.184314301364711,2.880031336147201,7.930400217203226
8,8.0,11,False,1,4,-3.2114796061615,-91.9647434149588,0.0,0.0
8,8.0,12,False,2,3,-49.15828301727774,-36.11550170886541,2.250992785688889,-0.5869203101253272
8,8.0,13,False,1,0,-18.868675566943615,42.379739198223305,0.0,0.0
9,9.0,1,True,10,0,55.118830111511144,28.733907490889184,0.3214544775642946,-0.09726112778648485
9,9.0,2,True,10,0,-30.466003575510072,-54.16923384757608,-0.013997521566388012,-0.26215698358733125
9,9.0,3,False,3,2,-45.195782996343965,21.315477906339982,-6.649063044976085,-1.175354861950672
9,9.0,4,False,2,3,21.254151924565228,63.739671130341854,5.9222955149208465,-3.0310025070940245
9,9.0,5,False,4,3,-27.209336112497365,6.0100347135849965,-7.827572264149069,-0.13392634766967815
9,9.0,6,False,2,2,21.598409532759305,-17.972708691822124,2.465715677633269,2.4082695989457177
9,9.0,7,True,5,0,-14.14163700186336,-16.979200639633063,-1.5787135660489569,-0.7739802947127374
9,9.0,8,False,3,2,-64.42064678384516,79.93725032321277,-1.8059735956554244,8.433653929605931
9,9.0,9,False,2,3,38.12807719847655,-72.72517208971787,-3.616252967067158,-3.214194803081034
9,9.0,10,False,2,1,80.45994592534996,22.114714518567936,2.880031336147201,7.930400217203226
9,9.0,11,False,1,5,-3.2114796061615,-91.9647434149588,0.0,0.0
9,9.0,12,False,3,0,-31.780648889466438,-26.431513705412208,5.469300755010591,1.5982935341215003
9,9.0,13,False,1,1,-18.868675566943615,42.379739198223305,0.0,0.0
9,9.0,14,False,1,0,53.29417273411836,-25.9933048230877,0.0,0.0
10,10.0,1,True,11,0,55.3257887615821,28.863825640296596,0.3009562123298455,-0.056589068536446845
10,10.0,2,True,11,0,-30.408269867710015,-54.48235137923358,-0.0011554311833811889,-0.2712804848860665
10,10.0,3,False,4,0,-49.32362554449839,32.25188539013866,-6.310883870465805,0.4492336249007125
10,10.0,4,False,3,0,28.896539482837067,45.28672337878423,6.147934683660272,-5.054030820466458
10,10.0,5,False,4,4,-35.03690837664644,5.876108365915318,-7.827572264149069,-0.13392634766967815
10,10.0,6,False,2,3,24.064125210392575,-15.564439092876405,2.465715677633269,2.4082695989457177
10,10.0,7,True,5,1,-15.720350567912318,-17.7531809343458,-1.5787135660489569,-0.7739802947127374
10,10.0,8,False,3,3,-66.22662037950059,88.37090425281869,-1.8059735956554244,8.433653929605931
10,10.0,9,False,2,4,34.51182423140939,-75.9393668927989,-3.616252967067158,-3.214194803081034
10,10.0,10,False,2,2,83.33997726149715,30.04511473577116,2.880031336147201,7.930400217203226
10,10.0,11,False,1,6,-3.2114796061615,-91.9647434149588,0.0,0.0
10,10.0,12,False,3,1,-26.311348134455848,-24.83322017129071,5.469300755010591,1.5982935341215003
10,10.0,13,False,1,2,-18.868675566943615,42.379739198223305,0.0,0.0
10,10.0,14,False,1,1,53.29417273411836,-25.9933048230877,0.0,0.0
10,10.0,15,False,1,0,-1.1566543183573588,-5.441630732402308,0.0,0.0
11,11.0,1,True,12,0,55.526301485049814,29.006429516926655,0.28335470257573836,-0.021682907798542747
11,11.0,2,True,12,0,-30.081284285980423,-54.94027220415225,0.056347322901932895,-0.3039869529987273
11,11.0,3,False,4,1,-55.6345094149642,32.701119015039374,-6.310883870465805,0.4492336249007125
11,11.0,4,False,3,1,35.04447416649734,40.23269255831777,6.147934683660272,-5.054030820466458
11,11.0,5,False,4,5,-42.864480640795506,5.742182018245639,-7.827572264149069,-0.13392634766967815
11,11.0,6,False,2,4,26.529840888025845,-13.156169493930687,2.465715677633269,2.4082695989457177
11,11.0,7,True,5,2,-17.299064133961274,-18.527161229058535,-1.5787135660489569,-0.7739802947127374
11,11.0,8,False,3,4,-68.03259397515602,96.80455818242461,-1.8059735956554244,8.433653929605931
11,11.0,9,False,2,5,30.895571264342234,-79.15356169587993,-3.616252967067158,-3.214194803081034
11,11.0,10,False,2,3,86.22000859764435,37.975514952974386,2.880031336147201,7.930400217203226
11,11.0,12,False,3,2,-20.842047379445255,-23.23492663716921,5.469300755010591,1.5982935341215003
11,11.0,13,False,2,0,-36.19906454640244,43.00029423054468,-4.925398715675496,0.1763653985392039
11,11.0,14,False,1,2,53.29417273411836,-25.9933048230877,0.0,0.0
11,11.0,15,False,2,0,0.5271428991667371,-3.07421997645653,0.6492479361264082,0.9128394626529664
11,11.0,16,False,1,0,21.26371928693251,29.2669987885081,0.0,0.0
12,12.0,1,True,13,0,55.72253277920147,29.157451657561513,0.26823721213492596,0.008284548319144682
12,12.0,2,True,13,0,-29.861824545490816,-55.33623069282602,0.08465028370503636,-0.31994568138807783
12,12.0,3,False,4,2,-61.94539328543,33.15035263994009,-6.310883870465805,0.4492336249007125
12,12.0,4,False,3,2,41.19240885015761,35.178661737851314,6.147934683660272,-5.054030820466458
12,12.0,5,False,4,6,-50.692052904944575,5.608255670575961,-7.827572264149069,-0.13392634766967815
12,12.0,6,False,3,0,26.18961403062457,-4.976742070122364,2.127384179567795,3.104137189988172
12,12.0,7,True,5,3,-18.87777770001023,-19.30114152377127,-1.5787135660489569,-0.7739802947127374
12,12.0,8,False,3,5,-69.83856757081145,105.23821211203054,-1.8059735956554244,8.433653929605931
12,12.0,9,False,2,6,27.279318297275076,-82.36775649896096,-3.616252967067158,-3.214194803081034
12,12.0,10,False,2,4,89.10003993379155,45.905915170177614,2.880031336147201,7.930400217203226
12,12.0,12,False,3,3,-15.372746624434663,-21.63663310304771,5.469300755010591,1.5982935341215003
12,12.0,13,False,2,1,-41.12446326207794,43.176659629083886,-4.925398715675496,0.1763653985392039
12,12.0,14,False,2,0,40.311859519717004,-1.0614308179832044,-3.6896499500674347,7.085785572942149
12,12.0,15,False,2,1,1.1763908352931454,-2.1613805138035636,0.6492479361264082,0.9128394626529664
12,12.0,16,False,2,0,19.210383854810864,38.65065802166242,-0.7917365449982566,3.618203740351395
13,13.0,1,True,14,0,55.91611478051226,29.313672492119696,0.25531375388349364,0.03389359017940725
13,13.0,2,True,14,0,-29.73535757080934,-55.682825925816736,0.09188911210135597,-0.3245589476792602
13,13.0,3,False,4,3,-68.2562771558958,33.5995862648408,-6.310883870465805,0.4492336249007125
13,13.0,4,False,3,3,47.34034353381789,30.124630917384856,6.147934683660272,-5.054030820466458
13,13.0,6,False,3,1,28.316998210192363,-1.8726048801341917,2.127384179567795,3.104137189988172
13,13.0,7,True,5,4,-20.45649126605919,-20.075121818484007,-1.5787135660489569,-0.7739802947127374
13,13.0,8,False,3,6,-71.64454116646688,113.67186604163646,-1.8059735956554244,8.433653929605931
13,13.0,10,False,2,5,91.98007126993875,53.83631538738084,2.880031336147201,7.930400217203226
13,13.0,12,False,3,4,-9.903445869424072,-20.03833956892621,5.469300755010591,1.5982935341215003
13,13.0,13,False,2,2,-46.04986197775344,43.35302502762309,-4.925398715675496,0.1763653985392039
13,13.0,14,False,2,1,36.62220956964957,6.024354754958945,-3.6896499500674347,7.085785572942149
13,13.0,15,False,3,0,6.906319177074416,-2.1414467522033798,2.3980406382042307,0.6054973649475468
13,13.0,16,False,2,1,18.418647309812606,42.26886176201382,-0.7917365449982566,3.618203740351395
13,13.0,17,False,1,0,19.827386653978717,-23.82469575750012,0.0,0.0
13,13.0,18,False,1,0,-73.19340161557761,-61.41655630024173,0.0,0.0
14,14.0,1,True,15,0,56.4147610222595,28.871155380761074,0.29751306306023734,-0.04872670711755749
14,14.0,2,True,15,0,-29.674982977350336,-55.993115616629545,0.08642378797871136,-0.32208433860623453
14,14.0,3,False,4,4,-74.5671610263616,34.048819889741516,-6.310883870465805,0.4492336249007125
14,14.0,4,False,4,0,64.38230324822764,23.34563972215996,7.464278179331883,-5.262460704113267
14,14.0,6,False,3,2,30.444382389760158,1.2315323098539803,2.127384179567795,3.104137189988172
14,14.0,7,True,5,5,-22.035204832108146,-20.849102113196743,-1.5787135660489569,-0.7739802947127374
14,14.0,10,False,2,6,94.86010260608595,61.76671560458407,2.880031336147201,7.930400217203226
14,14.0,12,False,3,5,-4.4341451144134805,-18.440046034804713,5.469300755010591,1.5982935341215003
14,14.0,13,False,2,3,-50.975260693428936,43.529390426162294,-4.925398715675496,0.1763653985392039
14,14.0,14,False,3,0,44.68002131713264,17.996740858220807,-0.9510080801840903,8.224980503581351
14,14.0,15,False,3,1,9.304359815278648,-1.535949387255833,2.3980406382042307,0.6054973649475468
14,14.0,16,False,2,2,17.626910764814347,45.88706550236522,-0.7917365449982566,3.618203740351395
14,14.0,17,False,1,1,19.827386653978717,-23.82469575750012,0.0,0.0
14,14.0,18,False,1,1,-73.19340161557761,-61.41655630024173,0.0,0.0
14,14.0,19,False,1,0,15.403096031895545,-72.46586937084385,0.0,0.0
15,15.0,1,True,16,0,56.85575240688511,28.54176334884641,0.3224845896469669,-0.09757479471489286
15,15.0,2,True,16,0,-29.675043077330688,-56.27133688156631,0.07137179486970732,-0.3144502382183677
15,15.0,3,False,4,5,-80.8780448968274,34.49805351464223,-6.310883870465805,0.4492336249007125
15,15.0,4,False,4,1,71.84658142755953,18.083179018046692,7.464278179331883,-5.262460704113267
15,15.0,6,False,3,3,32.571766569327956,4.335669499842153,2.127384179567795,3.104137189988172
15,15.0,7,True,5,6,-23.613918398157104,-21.62308240790948,-1.5787135660489569,-0.7739802947127374
15,15.0,12,False,3,6,1.035155640597111,-16.841752500683214,5.469300755010591,1.5982935341215003
15,15.0,13,False,2,4,-55.900659409104435,43.7057558247015,-4.925398715675496,0.1763653985392039
15,15.0,14,False,3,1,43.72901323694855,26.22172136180216,-0.9510080801840903,8.224980503581351
15,15.0,15,False,3,2,11.702400453482879,-0.9304520223082862,2.3980406382042307,0.6054973649475468
15,15.0,16,False,3,0,-6.515359785974347,56.54566148923525,-6.9734004734200985,5.482030014365201
15,15.0,17,False,2,0,24.783456432310587,-17.053301094776984,1.7761318515557734,2.4266990332741787
15,15.0,18,False,1,2,-73.19340161557761,-61.41655630024173,0.0,0.0
15,15.0,19,False,1,1,15.403096031895545,-72.46586937084385,0.0,0.0
15,15.0,20,False,1,0,-37.9351878370793,85.20382690704398,0.0,0.0
16,16.0,1,True,17,0,57.24661301078648,28.310718496301845,0.33443060348285475,-0.12089342735085826
16,16.0,2,True,17,0,-29.717662490005857,-56.526096755193414,0.0514563236719555,-0.3040216993652047
16,16.0,3,False,4,6,-87.1889287672932,34.947287139542944,-6.310883870465805,0.4492336249007125
16,16.0,4,False,4,2,79.31085960689141,12.820718313933426,7.464278179331883,-5.262460704113267
16,16.0,6,False,3,4,34.699150748895754,7.439806689830325,2.127384179567795,3.104137189988172
16,16.0,12,False,4,0,1.4595224182197244,-0.7501422146757761,4.943863107821288,3.1077948057363782
16,16.0,13,False,3,0,-65.144726789161,44.26770943803869,-5.563152986739297,0.23330668067262442
16,16.0,14,False,3,2,42.778005156764465,34.44670186538351,-0.9510080801840903,8.224980503581351
16,16.0,15,False,4,0,12.518166763437254,-3.574809511739999,2.08201797394043,-0.04358590159800235
16,16.0,16,False,3,1,-13.488760259394446,62.02769150360045,-6.9734004734200985,5.482030014365201
16,16.0,17,False,2,1,26.55958828386636,-14.626602061502805,1.7761318515557734,2.4266990332741787
16,16.0,18,False,1,3,-73.19340161557761,-61.41655630024173,0.0,0.0
16,16.0,19,False,1,2,15.403096031895545,-72.46586937084385,0.0,0.0
16,16.0,20,False,1,1,-37.9351878370793,85.20382690704398,0.0,0.0
17,17.0,1,True,18,0,57.59414733016414,28.16465808764528,0.3367274586415897,-0.12530476466203677
17,17.0,2,True,18,0,-29.79387330524972,-56.76232460269869,0.029078478412342394,-0.29213860760519383
17,17.0,4,False,4,3,86.7751377862233,7.558257609820159,7.464278179331883,-5.262460704113267
17,17.0,6,False,4,0,37.84524528499958,-5.1449635900095085,2.2398571162587246,1.3719691745338067
17,17.0,12,False,4,1,6.403385526041013,2.357652591060602,4.943863107821288,3.1077948057363782
17,17.0,13,False,3,1,-70.7078797759003,44.50101611871132,-5.563152986739297,0.23330668067262442
17,17.0,14,False,3,3,41.826997076580376,42.67168236896486,-0.9510080801840903,8.224980503581351
17,17.0,15,False,4,1,14.600184737377685,-3.618395413338001,2.08201797394043,-0.04358590159800235
17,17.0,16,False,3,2,-20.462160732814546,67.50972151796566,-6.9734004734200985,5.482030014365201
17,17.0,17,False,3,0,31.139200786443546,-14.785695334244867,2.562821449768477,1.701095341470464
17,17.0,18,False,1,4,-73.19340161557761,-61.41655630024173,0.0,0.0
17,17.0,19,False,1,3,15.403096031895545,-72.46586937084385,0.0,0.0
17,17.0,20,False,1,2,-37.9351878370793,85.20382690704398,0.0,0.0
17,17.0,21,False,1,0,-7.221188845482417,-33.97302246868654,0.0,0.0
18,18.0,1,True,19,0,57.904834814103246,28.090860610892605,0.3321520473661593,-0.11625456286422689
18,18.0,2,True,19,0,-29.602899179236758,-57.13974238830437,0.057524710789225414,-0.30712277395100984
18,18.0,4,False,4,4,94.23941596555518,2.295796905706892,7.464278179331883,-5.262460704113267
18,18.0,6,False,4,1,40.085102401258304,-3.7729944154757016,2.2398571162587246,1.3719691745338067
18,18.0,12,False,4,2,11.3472486338623,5.46544739679698,4.943863107821288,3.1077948057363782
18,18.0,13,False,3,2,-76.27103276263959,44.734322799383946,-5.563152986739297,0.23330668067262442
18,18.0,14,False,4,0,36.6308294954677,67.59159092880137,-1.5903185965404978,10.73919535789787
18,18.0,15,False,4,2,16.682202711318116,-3.6619813149360034,2.08201797394043,-0.04358590159800235
18,18.0,16,False,3,3,-27.435561206234645,72.99175153233087,-6.9734004734200985,5.482030014365201
18,18.0,17,False,3,1,33.702022236212024,-13.084599992774404,2.562821449768477,1.701095341470464
18,18.0,18,False,1,5,-73.19340161557761,-61.41655630024173,0.0,0.0
18,18.0,19,False,1,4,15.403096031895545,-72.46586937084385,0.0,0.0
18,18.0,20,False,1,3,-37.9351878370793,85.20382690704398,0.0,0.0
18,18.0,21,False,1,1,-7.221188845482417,-33.97302246868654,0.0,0.0
18,18.0,22,False,1,0,-7.210534290419725,-8.593180145131448,0.0,0.0
18,18.0,23,False,1,0,-18.763687870242244,38.47126132255251,0.0,0.0
19,19.0,1,True,20,0,58.184905431971536,28.077097423587247,0.3229865591498873,-0.09821774044957282
19,19.0,2,True,20,0,-29.482847857501294,-57.479329816543064,0.06852838179742378,-0.3128360273925519
19,19.0,4,False,4,5,101.70369414488707,-2.9666637984063753,7.464278179331883,-5.262460704113267
19,19.0,6,False,4,2,42.32495951751703,-2.4010252409418946,2.2398571162587246,1.3719691745338067
19,19.0,12,False,4,3,16.291111741683586,8.573242202533358,4.943863107821288,3.1077948057363782
19,19.0,13,False,3,3,-81.83418574937889,44.96762948005657,-5.563152986739297,0.23330668067262442
19,19.0,14,False,4,1,35.0405108989272,78.33078628669924,-1.5903185965404978,10.73919535789787
19,19.0,15,False,4,3,18.764220685258547,-3.7055672165340057,2.08201797394043,-0.04358590159800235
19,19.0,16,False,3,4,-34.408961679654745,78.47378154669607,-6.9734004734200985,5.482030014365201
19,19.0,17,False,3,2,36.2648436859805,-11.38350465130394,2.562821449768477,1.701095341470464
19,19.0,18,False,2,0,-61.577852481683806,-77.51389231445279,1.8661202551044178,-2.5861510672523074
19,19.0,19,False,1,5,15.403096031895545,-72.46586937084385,0.0,0.0
19,19.0,20,False,1,4,-37.9351878370793,85.20382690704398,0.0,0.0
19,19.0,21,False,2,0,-17.698646744736074,-26.717362219865585,-3.7548597034609656,2.600247746377682
19,19.0,22,False,1,1,-7.210534290419725,-8.593180145131448,0.0,0.0
19,19.0,23,False,1,1,-18.763687870242244,38.47126132255251,0.0,0.0
19,19.0,24,False,1,0,-47.06084216958844,34.19170323995409,0.0,0.0
20,20.0,1,True,21,0,58.44025242120523,28.11180359360781,0.31107261560897653,-0.0748047003232038
20,20.0,2,True,21,0,-29.42621128024646,-57.787725805432075,0.06643377522178319,-0.31205396493833787
20,20.0,4,False,4,6,109.16797232421895,-8.229124502519642,7.464278179331883,-5.262460704113267
20,20.0,6,False,4,3,44.564816633775756,-1.0290560664080879,2.2398571162587246,1.3719691745338067
20,20.0,12,True,5,0,18.538244122435863,15.88843174485243,4.654533875306487,3.559201495252374
20,20.0,13,False,3,4,-87.39733873611819,45.2009361607292,-5.563152986739297,0.23330668067262442
20,20.0,14,False,4,2,33.450192302386704,89.0699816445971,-1.5903185965404978,10.73919535789787
20,20.0,15,False,4,4,20.846238659198978,-3.749153118132008,2.08201797394043,-0.04358590159800235
20,20.0,16,False,3,5,-41.382362153074844,83.95581156106128,-6.9734004734200985,5.482030014365201
20,20.0,17,False,3,3,38.82766513574898,-9.682409309833478,2.562821449768477,1.701095341470464
20,20.0,18,False,3,0,-61.24179591110211,-76.82395493027117,1.6178238043732835,-2.0545123237146217
20,20.0,19,False,1,6,15.403096031895545,-72.46586937084385,0.0,0.0
20,20.0,20,False,1,5,-37.9351878370793,85.20382690704398,0.0,0.0
20,20.0,21,False,2,1,-21.45350644819704,-24.117114473487902,-3.7548597034609656,2.600247746377682
20,20.0,22,False,1,2,-7.210534290419725,-8.593180145131448,0.0,0.0
20,20.0,23,False,1,2,-18.763687870242244,38.47126132255251,0.0,0.0
20,20.0,24,False,1,1,-47.06084216958844,34.19170323995409,0.0,0.0
20,20.0,25,False,1,0,30.010434069246344,41.30581887840282,0.0,0.0
21,21.0,1,True,22,0,58.676294635856955,28.184347436687872,0.29785179001821516,-0.04884096604305374
